query_id,target_id,variant,target_rank,target_rank_change_vs_full,embedding_cosine_to_full,top5_overlap_with_full,top1_id
B00EZLD1NI,B00D83J282,shuffled,1740.0,1715.0,0.1665244847536087,0,B00ALRS9OG
B00EZLD1NI,B00D83J282,uniform,509.0,484.0,0.5061800479888916,0,B002W8LPOI
B0072ZCRLQ,B00GJ1N5AG,full,23.0,0.0,1.0,5,B000BTMG0C
B0072ZCRLQ,B00GJ1N5AG,shuffled,1304.0,1281.0,0.09627334028482437,0,B00BOWS1W2
B0072ZCRLQ,B00GJ1N5AG,uniform,336.0,313.0,0.3314051330089569,0,B006UKWGCO
B003I86JVK,B0097TBXCE,full,4237.0,0.0,1.0,5,B0024FAZO0
B003I86JVK,B0097TBXCE,shuffled,1217.0,-3020.0,0.536260187625885,0,B00BCXLU30
B003I86JVK,B0097TBXCE,uniform,5011.0,774.0,0.6348597407341003,0,B00378LDVC
B003ITZNYS,B00BQVW6PY,full,14.0,0.0,0.9999999403953552,5,B00865CPJ0
B003ITZNYS,B00BQVW6PY,shuffled,309.0,295.0,0.17289869487285614,0,B00A9WRDY0
B003ITZNYS,B00BQVW6PY,uniform,158.0,144.0,0.46101802587509155,0,B006KNUZQK
B007IF36VA,B008QT38YW,full,14.0,0.0,1.0000001192092896,5,B004UG6Q0S
B007IF36VA,B008QT38YW,shuffled,132.0,118.0,0.4984966814517975,0,B00C3MHU5Q
B007IF36VA,B008QT38YW,uniform,583.0,569.0,0.4727371335029602,0,B003X00QGW
B003XMOFP8,B001GQZNQS,full,50.0,0.0,1.0000001192092896,5,B008O4N4DO
B003XMOFP8,B001GQZNQS,shuffled,704.0,654.0,0.41018804907798767,0,B000XJM6J6
B003XMOFP8,B001GQZNQS,uniform,67.0,17.0,0.6887409687042236,0,B003X00QGW
B000BO1R2K,B00512NGTY,full,2430.0,0.0,1.0,5,B006RI34ZC
B000BO1R2K,B00512NGTY,shuffled,5421.0,2991.0,0.1204889714717865,0,B002GUA5P2
B000BO1R2K,B00512NGTY,uniform,654.0,-1776.0,0.2067447006702423,0,B000BPUVQC
B00CWJ5K16,B00CVJFQ2K,full,5165.0,0.0,1.0000001192092896,5,B00A5JAR86
B00CWJ5K16,B00CVJFQ2K,shuffled,2598.0,-2567.0,0.34057244658470154,0,B005K7SZGO
B00CWJ5K16,B00CVJFQ2K,uniform,6310.0,1145.0,0.28751295804977417,0,B007MI4PIG
B0074AWK4S,B009SDCLNY,full,202.0,0.0,1.0000001192092896,5,B00294F366
B0074AWK4S,B009SDCLNY,shuffled,1842.0,1640.0,0.17170679569244385,0,B0085PJDJG
B0074AWK4S,B009SDCLNY,uniform,1862.0,1660.0,0.3954581916332245,1,B009VI0H7S
B00EZAK902,B00AAG5H5C,full,1336.0,0.0,1.0,5,B001TY9VCY
B00EZAK902,B00AAG5H5C,shuffled,89.0,-1247.0,0.4131975769996643,0,B006YUDD9K
B00EZAK902,B00AAG5H5C,uniform,2520.0,1184.0,0.2857781946659088,0,B0013PPA8S
B0094KCP96,B009PQRI82,full,262.0,0.0,1.0000001192092896,5,B002KQ6MY0
B0094KCP96,B009PQRI82,shuffled,2227.0,1965.0,0.12666647136211395,0,B0081GC3AK
B0094KCP96,B009PQRI82,uniform,3243.0,2981.0,0.7145874500274658,2,B002KQ6MY0
B008CP95LA,B003YLJOJU,full,991.0,0.0,1.0000001192092896,5,B005NYBNEU
B008CP95LA,B003YLJOJU,shuffled,450.0,-541.0,0.3869713842868805,0,B007HZ9C6Y
B008CP95LA,B003YLJOJU,uniform,694.0,-297.0,0.8409116268157959,2,B005XIGOL8
B00CL0541M,B008MC2KTC,full,79.0,0.0,1.0000001192092896,5,B0077DT5SG
B00CL0541M,B008MC2KTC,shuffled,6112.0,6033.0,0.2165611833333969,0,B00B4CTKHW
B00CL0541M,B008MC2KTC,uniform,6242.0,6163.0,0.26938730478286743,0,B00AD5BU6U
B007VHEYAM,B009P73OCK,full,892.0,0.0,0.9999999403953552,5,B00C3TWRM0
B007VHEYAM,B009P73OCK,shuffled,1214.0,322.0,0.060414522886276245,0,B00C6EU4I6
B007VHEYAM,B009P73OCK,uniform,4219.0,3327.0,0.3172006905078888,0,B0006GH2C2
B008TOOBWW,B00FRGP0CA,full,7.0,0.0,1.0,5,B00APU4PO2
B008TOOBWW,B00FRGP0CA,shuffled,1932.0,1925.0,0.3036583364009857,0,B008823MBQ
B008TOOBWW,B00FRGP0CA,uniform,2296.0,2289.0,0.42600736021995544,0,B00BS7FFQ8
B00CFZQIUE,B007Q3HCSC,full,3.0,0.0,1.0,5,B0024YV8R4
B00CFZQIUE,B007Q3HCSC,shuffled,954.0,951.0,0.23136509954929352,0,B009YLJZI4
B00CFZQIUE,B007Q3HCSC,uniform,1013.0,1010.0,0.2945908010005951,0,B009UW1TRC
B0006SCZRM,B00BWTZIC8,full,3843.0,0.0,1.0,5,B004SBSY3W
B0006SCZRM,B00BWTZIC8,shuffled,2689.0,-1154.0,0.15447387099266052,0,B0024YV8R4
B0006SCZRM,B00BWTZIC8,uniform,6266.0,2423.0,0.448343425989151,0,B001ET7H66
B005UQ9WKI,B00AL8I7E2,full,105.0,0.0,0.9999998807907104,5,B0043RJLWY
B005UQ9WKI,B00AL8I7E2,shuffled,2576.0,2471.0,0.06284096837043762,0,B007BRMYGS
B005UQ9WKI,B00AL8I7E2,uniform,2821.0,2716.0,0.31492671370506287,0,B005XIFIRO
B006QSYMFO,B006HT1XRC,full,87.0,0.0,0.9999999403953552,5,B00BCWHW2E
B006QSYMFO,B006HT1XRC,shuffled,1226.0,1139.0,-0.050891026854515076,0,B002KQ6H4U
B006QSYMFO,B006HT1XRC,uniform,957.0,870.0,0.35124847292900085,0,B003R4ZAII
B0006SCZRM,B00AYOY3BO,full,23.0,0.0,1.0,5,B007JGEFZY
B0006SCZRM,B00AYOY3BO,shuffled,90.0,67.0,0.22167396545410156,0,B00A2NMCV0
B0006SCZRM,B00AYOY3BO,uniform,136.0,113.0,0.45887255668640137,0,B006IPRHOI
B00DV4AIL8,B007CGS5HK,full,12.0,0.0,1.0000001192092896,5,B009IRQ98S
B00DV4AIL8,B007CGS5HK,shuffled,2192.0,2180.0,0.16017217934131622,0,B007E4SN6S
B00DV4AIL8,B007CGS5HK,uniform,2454.0,2442.0,0.12133464962244034,0,B000A35AMK
B007POLATE,B00C0CNKTE,full,43.0,0.0,1.000000238418579,5,B00926S118
B007POLATE,B00C0CNKTE,shuffled,364.0,321.0,0.13359607756137848,0,B008TOOBWW
B007POLATE,B00C0CNKTE,uniform,76.0,33.0,0.4433507025241852,0,B007CGRWWY
B00BJO34NG,B00006NQ0N,full,12.0,0.0,1.0,5,B00B4X5XLI
B00BJO34NG,B00006NQ0N,shuffled,602.0,590.0,0.36097171902656555,0,B006Z2HG0Y
B00BJO34NG,B00006NQ0N,uniform,116.0,104.0,0.9001488089561462,1,B004G54QUK
B0002X4R18,B00075ZWR4,full,22.0,0.0,1.0,5,B005LLE270
B0002X4R18,B00075ZWR4,shuffled,3765.0,3743.0,0.12440520524978638,0,B000VIMKXG
B0002X4R18,B00075ZWR4,uniform,667.0,645.0,0.5322624444961548,0,B0013FJWT6
B00468PEQC,B009FTYOCM,full,2.0,0.0,1.0,5,B005Y5C7PC
B00468PEQC,B009FTYOCM,shuffled,3897.0,3895.0,0.1290128082036972,0,B0038298J6
B00468PEQC,B009FTYOCM,uniform,2853.0,2851.0,0.2483423352241516,0,B008P8A022
B000NCVT3M,B00383VNX4,full,305.0,0.0,1.0,5,B007VKX0J0
B000NCVT3M,B00383VNX4,shuffled,138.0,-167.0,0.4134499430656433,0,B003HEYHV4
B000NCVT3M,B00383VNX4,uniform,247.0,-58.0,0.46656203269958496,0,B00BSN9X6K
B00AFR24ZW,B008EIXL38,full,581.0,0.0,1.0000001192092896,5,B008N67V8W
B00AFR24ZW,B008EIXL38,shuffled,423.0,-158.0,0.12496024370193481,0,B00A2BE440
B00AFR24ZW,B008EIXL38,uniform,2114.0,1533.0,0.037438586354255676,0,B004KJEOKO
B00ARF686S,B004MKMG1U,full,216.0,0.0,1.0,5,B00BXEQ132
B00ARF686S,B004MKMG1U,shuffled,4796.0,4580.0,0.07103195041418076,0,B004YO9IVU
B00ARF686S,B004MKMG1U,uniform,1391.0,1175.0,0.5024957060813904,0,B005Q0B9ZY
B005IZUOOE,B007YVZFYY,full,32.0,0.0,1.0,5,B004OAOJOU
B005IZUOOE,B007YVZFYY,shuffled,235.0,203.0,0.33695071935653687,0,B003VCBBGQ
B005IZUOOE,B007YVZFYY,uniform,1354.0,1322.0,0.6485011577606201,0,B004TTHNIA
B00BK77UC8,B00G46E9CY,full,19.0,0.0,1.000000238418579,5,B007JR86O4
B00BK77UC8,B00G46E9CY,shuffled,5.0,-14.0,0.4736526906490326,0,B0077DT5SG
B00BK77UC8,B00G46E9CY,uniform,15.0,-4.0,0.5609709024429321,0,B006IE7JLA
B008BSWH22,B008BSWM4K,full,1227.0,0.0,0.9999999403953552,5,B0087B04FU
B008BSWH22,B008BSWM4K,shuffled,1266.0,39.0,0.28049808740615845,0,B004DMTN1S
B008BSWH22,B008BSWM4K,uniform,87.0,-1140.0,0.5123504400253296,0,B009Y6OC78
B00597L3W8,B005HJPL0I,full,72.0,0.0,0.9999999403953552,5,B006HT3WBC
B00597L3W8,B005HJPL0I,shuffled,2571.0,2499.0,0.12131348252296448,0,B00A8D0RMU
B00597L3W8,B005HJPL0I,uniform,139.0,67.0,0.4105679988861084,1,B006HT40OK
B0089ODSU8,B005TX2N6M,full,464.0,0.0,0.9999999403953552,5,B00844FELO
B0089ODSU8,B005TX2N6M,shuffled,1316.0,852.0,0.24938079714775085,0,B00C61LJUQ
B0089ODSU8,B005TX2N6M,uniform,1089.0,625.0,0.29640623927116394,0,B005MKSBAE
B0026GQET2,B004ZBM5OY,full,63.0,0.0,1.0000001192092896,5,B008EF1L5G
B0026GQET2,B004ZBM5OY,shuffled,1077.0,1014.0,0.17898023128509521,0,B0001TP9FG
B0026GQET2,B004ZBM5OY,uniform,769.0,706.0,0.2582404911518097,0,B0009MDF9W
B0090OIMUW,B00A9OC50U,full,4778.0,0.0,0.9999999403953552,5,B0094PKRXM
B0090OIMUW,B00A9OC50U,shuffled,457.0,-4321.0,0.22728103399276733,0,B00AY0K6N2
B0090OIMUW,B00A9OC50U,uniform,1195.0,-3583.0,0.4739820957183838,0,B00BXL2922
B00D0XHGGA,B007V9SGZE,full,43.0,0.0,1.0,5,B0081ME1GI
B00D0XHGGA,B007V9SGZE,shuffled,1471.0,1428.0,0.33060526847839355,0,B001G2AEEI
B00D0XHGGA,B007V9SGZE,uniform,2042.0,1999.0,0.4728119671344757,0,B008RMD8M0
B00CMQ8ZXO,B009SREU1G,full,241.0,0.0,1.0000001192092896,5,B00G96C2NC
B00CMQ8ZXO,B009SREU1G,shuffled,1023.0,782.0,0.304564505815506,0,B0077DT5SG
B00CMQ8ZXO,B009SREU1G,uniform,65.0,-176.0,0.4994767904281616,0,B007SO7J46
B00C2CZTYG,B00BPDHMCU,full,14.0,0.0,1.0,5,B000S8Y834
B00C2CZTYG,B00BPDHMCU,shuffled,1330.0,1316.0,0.143331378698349,0,B00CUL3A2M
B00C2CZTYG,B00BPDHMCU,uniform,160.0,146.0,0.4657842516899109,0,B0095X7ENO
B00GGR9BSS,B004DCCKBI,full,175.0,0.0,1.0000001192092896,5,B0053WWJWC
B00GGR9BSS,B004DCCKBI,shuffled,3534.0,3359.0,0.21150639653205872,0,B009G4CVHG
B00GGR9BSS,B004DCCKBI,uniform,3076.0,2901.0,0.5756726264953613,1,B004L6HJK8
B005BN2YN2,B0064DPOAS,full,60.0,0.0,1.0000001192092896,5,B00B3PNS5K
B005BN2YN2,B0064DPOAS,shuffled,274.0,214.0,0.3920988142490387,0,B0019TVN1Q
B005BN2YN2,B0064DPOAS,uniform,10.0,-50.0,0.5230879187583923,0,B0055AWQSO
B005EJDQ0S,B006R1IXXW,full,1.0,0.0,1.0000001192092896,5,B006R1IXXW
B005EJDQ0S,B006R1IXXW,shuffled,302.0,301.0,0.2483140081167221,0,B007AEUC98
B005EJDQ0S,B006R1IXXW,uniform,20.0,19.0,0.7065929770469666,1,B00CVT5U5I
B005LBXRWQ,B005B4MD0K,full,1410.0,0.0,1.0,5,B004NIZR44
B005LBXRWQ,B005B4MD0K,shuffled,223.0,-1187.0,0.1734074354171753,0,B002GUA5P2
B005LBXRWQ,B005B4MD0K,uniform,1946.0,536.0,0.5299726128578186,0,B0064POSPI
B00DOYXAVA,B007R1OAP6,full,3054.0,0.0,1.0,5,B001CVLKWS
B00DOYXAVA,B007R1OAP6,shuffled,188.0,-2866.0,0.22211021184921265,0,B00E3GLZXS
B00DOYXAVA,B007R1OAP6,uniform,714.0,-2340.0,0.3552663326263428,0,B005VN36Q6
B008V2JXTS,B005Y0FUKQ,full,1298.0,0.0,0.9999999403953552,5,B000XK9KKI
B008V2JXTS,B005Y0FUKQ,shuffled,611.0,-687.0,0.3834104537963867,0,B008BK5HOU
B008V2JXTS,B005Y0FUKQ,uniform,964.0,-334.0,0.6228104829788208,0,B0076OAOL8
B00AOCAUEK,B00B2ZMJOM,full,2.0,0.0,1.0,5,B005G4XMFK
B00AOCAUEK,B00B2ZMJOM,shuffled,3983.0,3981.0,0.2737257182598114,0,B004TEMWHC
B00AOCAUEK,B00B2ZMJOM,uniform,4277.0,4275.0,0.3654136061668396,0,B007XCU2PG
B001FO5LAY,B008X8YET4,full,1526.0,0.0,1.0000001192092896,5,B000LBF01C
B001FO5LAY,B008X8YET4,shuffled,544.0,-982.0,0.0740927904844284,0,B0063TRZD2
B001FO5LAY,B008X8YET4,uniform,1619.0,93.0,0.4260718524456024,0,B004SGCCQW
B00B92J932,B00DEKLOYO,full,138.0,0.0,1.0000001192092896,5,B005DIJSPM
B00B92J932,B00DEKLOYO,shuffled,3270.0,3132.0,-0.10469330847263336,0,B0081RM7XW
B00B92J932,B00DEKLOYO,uniform,3065.0,2927.0,0.26427340507507324,0,B003HNA8WW
B001H0F2J6,B004LDLLG4,full,134.0,0.0,0.9999998807907104,5,B003K1MIYW
B001H0F2J6,B004LDLLG4,shuffled,4930.0,4796.0,-0.02608424611389637,0,B000L45WVW
B001H0F2J6,B004LDLLG4,uniform,3593.0,3459.0,0.4838502109050751,0,B003FGW8MO
B00F6FD5UG,B000TUTVXS,full,2884.0,0.0,1.0000001192092896,5,B000LVSFX2
B00F6FD5UG,B000TUTVXS,shuffled,6233.0,3349.0,0.08374468982219696,0,B000NRXXBS
B00F6FD5UG,B000TUTVXS,uniform,3471.0,587.0,0.49428191781044006,0,B008588ZPQ
B007QAPB1A,B007EC5YKI,full,1028.0,0.0,1.0000001192092896,5,B00BUR8KXQ
B007QAPB1A,B007EC5YKI,shuffled,6082.0,5054.0,0.30107879638671875,0,B008EYOK2S
B007QAPB1A,B007EC5YKI,uniform,5933.0,4905.0,0.4313500225543976,0,B00C1LSHL0
B00AKOIQDE,B00BBFV80E,full,9.0,0.0,1.0000001192092896,5,B005VN36Q6
B00AKOIQDE,B00BBFV80E,shuffled,3624.0,3615.0,0.05698404833674431,0,B004QDCRZS
B00AKOIQDE,B00BBFV80E,uniform,2550.0,2541.0,0.35186806321144104,0,B00ENXP19K
B003LNPB70,B00FEQ60KY,full,215.0,0.0,0.9999998807907104,5,B005CZM4XE
B003LNPB70,B00FEQ60KY,shuffled,3525.0,3310.0,0.05727254971861839,0,B005KS080Y
B003LNPB70,B00FEQ60KY,uniform,1131.0,916.0,0.33821386098861694,0,B00CL4JTB4
B00A4770HK,B003ZL943A,full,92.0,0.0,1.0000001192092896,5,B009B62UIY
B00A4770HK,B003ZL943A,shuffled,2420.0,2328.0,0.13742031157016754,0,B001HTAEXQ
B00A4770HK,B003ZL943A,uniform,500.0,408.0,0.4726220369338989,0,B00C4YRJKO
B00DX7Q8O4,B009Z3YN4W,full,99.0,0.0,1.0000001192092896,5,B007IJZ2KO
B00DX7Q8O4,B009Z3YN4W,shuffled,317.0,218.0,0.3946056663990021,1,B005HWTURA
B00DX7Q8O4,B009Z3YN4W,uniform,55.0,-44.0,0.8638100028038025,1,B009UTVW3Q
B004YO7CFY,B0094IVR2E,full,2.0,0.0,1.0,5,B00B2ZMJOM
B004YO7CFY,B0094IVR2E,shuffled,646.0,644.0,0.2779493033885956,0,B004U9F624
B004YO7CFY,B0094IVR2E,uniform,157.0,155.0,0.6074453592300415,0,B0084DEM2W
B003AU61WI,B004AHL5DU,full,357.0,0.0,1.000000238418579,5,B008TOOBWW
B003AU61WI,B004AHL5DU,shuffled,979.0,622.0,0.3225553631782532,0,B006VE8GR8
B003AU61WI,B004AHL5DU,uniform,4490.0,4133.0,0.7079867720603943,0,B00BS7FFQ8
B0046IB5PQ,B0046VB9PE,full,8.0,0.0,1.0,5,B002BOUBHK
B0046IB5PQ,B0046VB9PE,shuffled,624.0,616.0,0.22170661389827728,0,B000TFWVQ2
B0046IB5PQ,B0046VB9PE,uniform,730.0,722.0,0.6958878040313721,1,B001E2PNT6
B0084TQIUA,B0084NYEPW,full,6.0,0.0,1.0,5,B004ZC5QLC
B0084TQIUA,B0084NYEPW,shuffled,1.0,-5.0,0.4646432399749756,0,B0084NYEPW
B0084TQIUA,B0084NYEPW,uniform,40.0,34.0,0.47111910581588745,0,B0084NYJ5C
B009CCS6JO,B00G0IUSB2,full,332.0,0.0,1.0000001192092896,5,B003TYLO3G
B009CCS6JO,B00G0IUSB2,shuffled,3060.0,2728.0,0.3850190341472626,0,B00BQVW6PY
B009CCS6JO,B00G0IUSB2,uniform,3498.0,3166.0,0.7438108325004578,3,B00961JN4I
B00AWK9TGE,B00AX0SS24,full,1.0,0.0,1.0000001192092896,5,B00AX0SS24
B00AWK9TGE,B00AX0SS24,shuffled,387.0,386.0,0.00042431289330124855,0,B004XKUY7M
B00AWK9TGE,B00AX0SS24,uniform,1.0,0.0,0.6229268312454224,1,B00AX0SS24
B0096LL2W4,B0099MIZH0,full,28.0,0.0,1.0,5,B005DHVF4U
B0096LL2W4,B0099MIZH0,shuffled,1921.0,1893.0,0.19449517130851746,0,B00B0QP1XY
B0096LL2W4,B0099MIZH0,uniform,421.0,393.0,0.5931980013847351,0,B0048KTUYU
B006VJXGAU,B0046IB5JW,full,683.0,0.0,1.0000001192092896,5,B004UHPEU0
B006VJXGAU,B0046IB5JW,shuffled,4289.0,3606.0,0.312673956155777,0,B007FGYDAK
B006VJXGAU,B0046IB5JW,uniform,5227.0,4544.0,0.4911951422691345,0,B0085YPIXC
B005HWY12E,B007ZTL5US,full,27.0,0.0,1.0,5,B00B8A4SK4
B005HWY12E,B007ZTL5US,shuffled,672.0,645.0,0.42653888463974,0,B009GMTC2K
B005HWY12E,B007ZTL5US,uniform,1593.0,1566.0,0.5626465678215027,0,B009UWS7EK
B00BHKFFAW,B0015D0PWY,full,24.0,0.0,1.0000001192092896,5,B0075MPQLE
B00BHKFFAW,B0015D0PWY,shuffled,26.0,2.0,0.4673859179019928,0,B00CD7L1WY
B00BHKFFAW,B0015D0PWY,uniform,95.0,71.0,0.6587498784065247,1,B0087SEBZ2
B002NCIAU0,B000PNTVAC,full,12.0,0.0,0.9999999403953552,5,B005228AX0
B002NCIAU0,B000PNTVAC,shuffled,204.0,192.0,0.4699710011482239,0,B00821CBTC
B002NCIAU0,B000PNTVAC,uniform,1412.0,1400.0,0.6281334757804871,0,B00BHKFFAW
B003L4LYB6,B000RQO9S6,full,13.0,0.0,1.0,5,B00B1NCXKA
B003L4LYB6,B000RQO9S6,shuffled,1103.0,1090.0,0.28561583161354065,0,B00A9IW94I
B003L4LYB6,B000RQO9S6,uniform,139.0,126.0,0.5896668434143066,0,B009JDKK04
B00AO1FBBS,B004YWBYNW,full,464.0,0.0,1.0,5,B00AJ9EZMG
B00AO1FBBS,B004YWBYNW,shuffled,2014.0,1550.0,0.13899052143096924,0,B008TOOBWW
B00AO1FBBS,B004YWBYNW,uniform,2199.0,1735.0,0.29926738142967224,0,B007IGDSTO
B00EOYR308,B000VTMXZU,full,521.0,0.0,1.0,5,B0081JANLI
B00EOYR308,B000VTMXZU,shuffled,686.0,165.0,0.3847472071647644,1,B0081JANLI
B00EOYR308,B000VTMXZU,uniform,165.0,-356.0,0.38416844606399536,0,B00FD8I2HC
B009MMPFOS,B0090UWAVI,full,31.0,0.0,1.0000001192092896,5,B005DHVF4U
B009MMPFOS,B0090UWAVI,shuffled,5808.0,5777.0,0.011166024021804333,0,B0054PCCTS
B009MMPFOS,B0090UWAVI,uniform,286.0,255.0,0.3109418451786041,0,B003FGW8MO
B00C5RC12G,B00EI584U6,full,2508.0,0.0,1.0000001192092896,5,B00816SVKQ
B00C5RC12G,B00EI584U6,shuffled,4369.0,1861.0,0.2033453732728958,0,B0085YPIXC
B00C5RC12G,B00EI584U6,uniform,4050.0,1542.0,0.611148476600647,0,B00C5RAHMW
B00CR90T2Q,B009NI9M3Q,full,1191.0,0.0,1.0,5,B00CIPIY3K
B00CR90T2Q,B009NI9M3Q,shuffled,2018.0,827.0,0.036318957805633545,0,B004YO9IVU
B00CR90T2Q,B009NI9M3Q,uniform,3191.0,2000.0,0.28622087836265564,0,B008Q6MIAA
B008GXHZ7O,B005G6MYK2,full,13.0,0.0,1.0,5,B006Z8FZ06
B008GXHZ7O,B005G6MYK2,shuffled,5082.0,5069.0,0.1619497835636139,0,B008BOX3J2
B008GXHZ7O,B005G6MYK2,uniform,2892.0,2879.0,0.431796133518219,0,B009T6010U
B00BMR73SC,B00517FPKC,full,333.0,0.0,1.000000238418579,5,B0055D4PBW
B00BMR73SC,B00517FPKC,shuffled,3583.0,3250.0,0.21443819999694824,0,B00E8HEGQU
B00BMR73SC,B00517FPKC,uniform,951.0,618.0,0.5537052750587463,0,B0051EPWF8
B001S9X34W,B007X5PGQS,full,20.0,0.0,1.0000001192092896,5,B008BZANP8
B001S9X34W,B007X5PGQS,shuffled,2397.0,2377.0,-0.01052226684987545,0,B004A97HSA
B001S9X34W,B007X5PGQS,uniform,2609.0,2589.0,0.3434158265590668,0,B000QHCNV6
B00611XBS0,B0001TOMJA,full,111.0,0.0,1.0,5,B0074AWK4S
B00611XBS0,B0001TOMJA,shuffled,6.0,-105.0,0.49803149700164795,0,B006GLN8O2
B00611XBS0,B0001TOMJA,uniform,312.0,201.0,0.39774030447006226,0,B00E5HRLRE
B005W44GZO,B0013L5KI2,full,277.0,0.0,1.0,5,B00DCUQD7Y
B005W44GZO,B0013L5KI2,shuffled,1233.0,956.0,0.21851803362369537,0,B003FL7SME
B005W44GZO,B0013L5KI2,uniform,3736.0,3459.0,0.040070563554763794,0,B002NKM6PM
B007VYRFX8,B000REM4EE,full,46.0,0.0,1.0000001192092896,5,B001LNWGDE
B007VYRFX8,B000REM4EE,shuffled,1169.0,1123.0,0.34055331349372864,0,B006CXC0IY
B007VYRFX8,B000REM4EE,uniform,2964.0,2918.0,0.4393225908279419,0,B00CL4JTB4
B003T70M3G,B007CCWITA,full,50.0,0.0,1.0000001192092896,5,B0081365S4
B003T70M3G,B007CCWITA,shuffled,5216.0,5166.0,0.06177526339888573,0,B009EWW5VC
B003T70M3G,B007CCWITA,uniform,778.0,728.0,0.7582938075065613,3,B00AEJQ4RK
B004QMA13O,B00AJJRKLY,full,175.0,0.0,1.0,5,B005QCQTOI
B004QMA13O,B00AJJRKLY,shuffled,2744.0,2569.0,0.1687382012605667,0,B002RXBEOO
B004QMA13O,B00AJJRKLY,uniform,1758.0,1583.0,0.5294710993766785,1,B009CYLW52
B004QZ9T9I,B007IOX6N4,full,5797.0,0.0,0.9999999403953552,5,B008823MBQ
B004QZ9T9I,B007IOX6N4,shuffled,5825.0,28.0,0.2189205288887024,0,B009ADCOP2
B004QZ9T9I,B007IOX6N4,uniform,202.0,-5595.0,0.354231595993042,0,B002RL87FK
B00ELPU4J2,B0094S068A,full,20.0,0.0,1.0000001192092896,5,B00CYMFFVQ
B00ELPU4J2,B0094S068A,shuffled,1933.0,1913.0,0.01397552341222763,0,B000YVERLI
B00ELPU4J2,B0094S068A,uniform,84.0,64.0,0.7826656103134155,1,B008ZB50KG
B003TP2GXM,B000PHI5L4,full,44.0,0.0,1.0,5,B0084NYEPW
B003TP2GXM,B000PHI5L4,shuffled,1562.0,1518.0,0.16165515780448914,0,B008VOMMDA
B003TP2GXM,B000PHI5L4,uniform,410.0,366.0,0.6252759099006653,1,B002RL87FK
B009B5O3NK,B005S2A9SI,full,1.0,0.0,0.9999998807907104,5,B005S2A9SI
B009B5O3NK,B005S2A9SI,shuffled,4.0,3.0,0.30329403281211853,1,B00FJLUWH6
B009B5O3NK,B005S2A9SI,uniform,2.0,1.0,0.5966534614562988,2,B004DLNRSE
B001DDPIKA,B009ZOJJ9K,full,2409.0,0.0,1.0000001192092896,5,B00B7E2L8W
B001DDPIKA,B009ZOJJ9K,shuffled,4670.0,2261.0,0.2835468053817749,0,B005KS080Y
B001DDPIKA,B009ZOJJ9K,uniform,3198.0,789.0,0.5052226781845093,0,B008351BMA
B00DE4GBUM,B007FHZL7S,full,58.0,0.0,1.0000001192092896,5,B007ZT9PVO
B00DE4GBUM,B007FHZL7S,shuffled,5547.0,5489.0,0.06342189013957977,0,B008M9YGAQ
B00DE4GBUM,B007FHZL7S,uniform,1882.0,1824.0,0.7004076242446899,1,B003DVRWH2
B005QCMXCU,B003MS2424,full,26.0,0.0,1.0,5,B002PDJJ0M
B005QCMXCU,B003MS2424,shuffled,554.0,528.0,0.25874125957489014,0,B00EJRN3HM
B005QCMXCU,B003MS2424,uniform,244.0,218.0,0.7126843333244324,0,B0062N3JZW
B007OXEFOI,B0084DEKW4,full,1768.0,0.0,1.0000001192092896,5,B008XMD3BA
B007OXEFOI,B0084DEKW4,shuffled,2458.0,690.0,0.4321063160896301,0,B002PDJJ0M
B007OXEFOI,B0084DEKW4,uniform,3299.0,1531.0,0.5661376118659973,0,B005FYKZ8I
B007G2OMP4,B00DDPTNS4,full,2.0,0.0,0.9999998807907104,5,B0059BIC00
B007G2OMP4,B00DDPTNS4,shuffled,2564.0,2562.0,0.18635156750679016,0,B005W8LMAC
B007G2OMP4,B00DDPTNS4,uniform,23.0,21.0,0.6208174228668213,0,B000YVF33Y
B0083FXVDC,B00CRVW3LY,full,1953.0,0.0,1.0,5,B004QZ9T9I
B0083FXVDC,B00CRVW3LY,shuffled,2921.0,968.0,0.13942894339561462,0,B004YU7HNU
B0083FXVDC,B00CRVW3LY,uniform,964.0,-989.0,0.7564551830291748,1,B004JF4HD8
B00CN6W5YI,B0040B640K,full,5851.0,0.0,1.0000001192092896,5,B00B80RFOA
B00CN6W5YI,B0040B640K,shuffled,961.0,-4890.0,0.20164945721626282,0,B0051PMW8W
B00CN6W5YI,B0040B640K,uniform,5927.0,76.0,0.25346776843070984,0,B005IZUOOE
B007PCKWDQ,B00DFJODD8,full,4.0,0.0,1.0,5,B00BR23BMO
B007PCKWDQ,B00DFJODD8,shuffled,1094.0,1090.0,0.04998333752155304,0,B0059DQYU8
B007PCKWDQ,B00DFJODD8,uniform,297.0,293.0,0.43164360523223877,0,B00C8660N0
B000LQVB9W,B00AWYU432,full,1479.0,0.0,1.0,5,B00DR2643A
B000LQVB9W,B00AWYU432,shuffled,4782.0,3303.0,0.2302168905735016,0,B00B71EDRC
B000LQVB9W,B00AWYU432,uniform,5716.0,4237.0,0.2573871612548828,0,B004DLNRSE
B0071LPNY4,B000CQXJJ6,full,1319.0,0.0,1.0000001192092896,5,B005UQ9WKI
B0071LPNY4,B000CQXJJ6,shuffled,2104.0,785.0,0.1937982589006424,0,B000OFIYP4
B0071LPNY4,B000CQXJJ6,uniform,742.0,-577.0,0.6834895610809326,0,B009PTR938
